date,/g/11bytn80mf,/m/01j6t0,/m/0ddwt,/m/029ggh,/m/0j5fv,/m/02656gy,/m/06gx48m,/m/0dl9s3k,/m/013677,/m/02bft,/m/0cnmb,/m/0k_9,/m/0m7pl,/m/01cdt5,/m/033mg5,/g/11qm6vy88k,/m/03l19k,/m/079p0q,/m/02np4v,/m/05sfr2,/m/03x69g,/m/04c_jpd
2021-05-04,76.7940985660513,105.14055704833876,81.7483860975048,157.33117368706672,100.69446036110632,157.67171138090285,121.93843679446452,85.01207967687816,107.71639786886243,86.10935943493263,75.68235684764191,104.39751051656921,450.75257266340185,110.45559098279531,101.71612722730337,3751.9676099173976,24.85272716897784,88.08342404179754,109.46985541353254,296.40596732958403,112.13404646597664,62.682557469103116
2021-05-05,100.7779584562123,101.43240976476301,78.38850885868816,155.21531016491386,99.74468354431804,112.0924323616672,105.19584678015981,83.00052969615376,103.20522721421762,94.12015564861653,74.81000438567115,97.7846303612187,459.28816512842536,110.3578547352009,119.31864954012228,3425.7791311367037,26.9580021281109,83.1932140558362,103.77267890512547,271.11582625348206,112.12640426577832,55.10151489284396
2021-05-06,135.5940361182056,108.11827110586046,78.7586112267879,145.78368639121376,105.3278244280137,146.93926867624725,104.03106213454993,90.10046625256378,100.94968725873667,84.99226065215696,79.37950828804242,107.48517158414371,487.6187457190756,110.28720979376237,97.9329178466985,3980.5423761692746,47.35572489043342,95.91710808303411,110.61496250630701,331.1245922495253,115.33420859845376,67.00036098439689
2021-05-07,90.62908967728188,87.4961171952665,87.38326032507938,87.27532275563645,93.50916077524059,109.17582875318811,101.08205283862905,87.99290017385681,89.0508761102157,99.6525837890262,86.97372284838427,84.843958550997,106.05711900545677,100.83564416374766,96.87769419997723,421.7213593622117,44.73982331841875,79.79728318525551,98.01524109018165,99.66703200235271,98.03317159364639,76.74553092679602
2021-05-08,87.24633612684677,95.2015823542032,71.22815897262467,148.62005102273395,103.94933118478966,126.2817119554194,104.08904823596201,85.55888595125046,105.08406360122633,91.92502268946934,56.44735575422262,88.5949595729918,452.0637280271286,108.70996615749917,102.71752766990237,3744.7356806527378,36.9793953103272,92.87026232104984,105.79935007557806,251.0230592905805,72.64791231018913,52.95802559286101
2021-05-09,99.35004843022378,96.17298834028314,74.33605685322641,151.8452750732699,108.59832504041587,117.28680135488507,93.52820682808785,88.6494086407689,111.76218482183447,83.79669455223392,62.019268834396,89.61674023682806,430.7945101780021,101.38587197579267,103.79528457988845,3417.32214407607,24.47755911686819,73.62309483509797,105.73607579303352,281.8620793991602,82.99792611836759,62.70217150245692
2021-05-10,89.62006438685466,92.54336645195858,97.13737575975237,98.1300353275427,100.56703772972261,102.93332470756816,99.0982836312085,90.92177273830256,100.22445832484955,99.64017606720569,91.78345444811217,95.98856539455643,93.37442394901387,101.88216863758524,101.03051484308855,538.2468719559156,81.69880779885163,100.7354542504417,101.0840203098405,105.09420040530804,125.38380395014829,68.10667648490576
2021-05-11,62.072658814467786,105.17565831652291,81.1622353643629,145.6103022824111,101.46066443950401,151.04548616835103,98.09191038450174,85.1018485174578,100.568677254515,87.56944781076592,66.28592042470086,99.95548456431452,424.47075125755185,101.87741830127237,104.87060353844397,4003.3389514604737,84.48758081975531,96.23273320001553,105.45157499665233,256.80983695369923,121.61918721823866,68.09999219659717
2021-05-12,80.42620433849612,103.1087044902781,81.22718870546055,136.43536760247522,96.20892301342803,159.74470166280776,106.76800363143911,79.28660645606718,100.3383860806102,86.72616379929755,73.60840248034582,99.65272706020485,421.3383241101985,102.3698726307615,97.64566570777694,3944.8438992320257,45.880351357654696,90.27153242923603,102.03034144949797,269.1637405447883,112.86191735922117,68.11171066464622
2021-05-13,104.16678503551884,104.01539279024023,78.77042874057594,127.28718311296493,99.5320749018986,140.53408817254484,101.86489520908968,76.35296369267823,102.44624390044764,86.63066861772371,77.26723926125739,98.57863533423118,336.50429879530844,101.13311106376365,102.43988996172438,3704.378930954664,69.20703984184328,102.90711210817835,98.57274262230726,247.20179538841623,111.60607950393606,61.63497765572292
2021-05-14,58.955694926132054,98.45326172712994,76.02695893133489,121.70392051700045,96.14619706058774,137.87963805124474,109.30595074933284,86.15955498214583,99.09345340100084,81.4521028079835,75.4464757363962,92.07330880372076,361.51598605310744,101.07122581179163,104.90957400695943,3682.9163241681176,61.54049186365521,89.79866510227639,100.79364616149591,219.79010137673546,102.84645099782648,68.12159251601061
2021-05-15,90.69550754379274,88.13095048637247,86.56820089495803,86.13315842840336,98.14068922635104,87.00114510762091,84.16537986550367,99.60442507456203,98.53960366511447,89.67579619460507,79.65036097399597,81.60907779350529,67.47742857529671,89.0252503369287,93.54561525136077,165.082036077045,68.16415167280621,73.326049157784,99.42730122043011,83.25240852671595,79.00696566416289,61.64355654425932
2021-05-16,89.3437446633682,96.05010619609845,76.3474447376017,129.52784984885503,108.70851599505978,123.55770763698797,100.79773395990802,81.73387420261898,107.57473114490107,95.40458369759826,78.1115635668761,94.89601454051066,364.5623285355893,101.77110654377927,100.59851218303577,3587.9861431371237,48.73343784183965,89.84393861385658,101.6356802924613,224.96677450313172,75.23595810617391,67.05579082821285
2021-05-17,96.46751549201333,95.05247260556256,88.7799432482943,135.81066414084717,104.23924849388365,132.82962164702656,101.29725295819827,92.47737657912393,101.98223639027883,99.5620394117051,91.8478599581013,106.22635086633122,314.8913446152282,118.66364968764759,107.7467005708013,3675.1342293861853,84.62105028771097,94.04805614685641,108.36556723580708,208.12760757553974,107.84073695302294,75.67501180038856
2021-05-18,103.5281230319989,100.89630956898255,86.55413415097443,135.27300193367606,99.77428512911102,131.5597860138786,103.15156187620312,85.72801735964777,102.18062561738772,98.32716336773305,75.48637798408252,100.30843099890598,307.77913816031815,107.85163547140519,98.53838685495246,3660.2468643689044,52.14551198038965,90.90584279538174,103.45291464082122,238.01251712225712,104.07916060848913,70.25858579544243
2021-05-19,87.1895764460964,102.00896561446186,87.07473476383653,127.3602867741371,96.51789792730841,117.4900626822668,108.33141619139008,85.7464156252646,99.82315235190795,97.87869346316111,85.052753367704,98.03246693431491,348.08424119629444,105.38396786454129,104.54261183533607,3344.471305765856,38.902948716787506,85.67926911498188,100.0426708060236,231.97360900669773,106.5999519970014,76.73168695013426
2021-05-20,96.14605068601418,103.75841467081108,83.41301488983169,133.6991803178895,98.62460584603326,134.42662978560375,89.8660741534199,85.77629146665562,102.0847113315743,86.71675028191002,77.61039271524625,97.19365519965487,345.3921635517138,108.33304125792243,107.29581524671654,3275.5924423291904,50.710560290727734,87.31681589524408,102.98317309153317,241.10554788551562,102.83710092276225,69.1693911569683
2021-05-21,79.35962768482268,95.42379745051407,78.57741390209775,123.21303620428286,98.7657911240116,118.09696424027152,93.58595889433018,78.92776288801136,99.74971265801297,83.27814411898164,70.9591491055829,93.97270522481028,309.7621354299255,100.46041699096314,104.40481039156921,2996.863428981669,77.36143776273212,82.52598034077083,98.78923291292936,176.94376310310957,91.54953799234183,70.24688495709108
2021-05-22,146.94918099152497,96.07572779721399,78.6849335231574,136.62930229507444,99.01272011427916,67.54161113149904,89.44040038272152,83.80862469760521,105.29114927576846,82.98579123119185,55.40631904850439,79.6744735307844,275.45602949346943,89.81551456806021,92.41415227807177,2969.435184610583,53.651772750305476,88.31197162181286,97.31061760453696,66.3787648054295,75.26234764558407,69.18341827714056
2021-05-23,128.01413097081652,99.67687594522063,83.42748917537342,130.7091740489511,107.66578206040477,120.37174503778346,107.69744888382314,98.89259966858975,103.10448079310615,89.1875724823102,65.61129451815466,91.85301917056047,337.23849371404907,96.41227031089281,99.78144190130779,3344.525705245392,46.05410998236458,78.84431449777526,101.23869535559346,216.32745833421922,67.75738799088013,61.88738933525114
2021-05-24,111.24311680923877,102.78614409738545,86.96123529049358,128.26679423242223,101.39514809511786,128.0478460782802,112.02559235600316,92.19348275956142,103.04533348954669,93.1794129534616,73.19680614854352,101.20145892905369,278.6286204408453,98.66235096828221,102.06932998080181,3193.718390495307,76.80424758536155,83.71686765807,104.2025840245493,190.61858297610746,97.86481306919592,62.64134465786565
2021-05-25,74.01839591109548,94.20376011087478,87.281180149198,124.66825745579919,100.06311844459407,168.06258867245776,98.34418884899357,87.14228284115181,96.2971232200851,90.3423974223875,85.92921808417472,100.10935675182202,309.67407527704137,99.69038028916842,100.82288010901785,3085.7575310327575,78.17638358777602,97.7377263092834,98.57403543085233,170.004201104889,101.65997007732696,63.42194582108974
2021-05-26,96.8294490263873,104.99685657734572,84.78688110335618,133.9206200885175,101.13513372244645,132.3552270431344,94.82947400087858,84.19464063908688,102.21393620599666,95.42185836411218,90.76894846856096,99.06835118085804,331.8181847606513,98.7482370780695,105.71246391801932,2966.8374034030953,32.282789003001966,85.17824741916779,96.30683845327607,179.31484761194946,101.6463327314291,82.7750423020219
2021-05-27,99.65903848890332,99.29282109677253,89.99142388278185,137.98708437715996,99.97424125342798,106.81699061996103,94.62374381987412,85.2638313709426,105.41771161297514,97.11999260454971,78.46177613946546,96.81292594676961,277.4667130722369,94.78735257286854,105.57103541188337,460.43832154063233,54.00695949138031,81.27592347170328,103.92117948541096,185.9502369438034,105.41568581209872,76.17464517298191
2021-05-28,58.149944746481715,90.99566178717872,90.94392422263029,96.50715062396047,102.86177949736171,118.86515870014722,88.68405203976396,82.3558374348112,92.72199587280957,86.77783583610356,72.04470804202757,98.80612845763073,284.3644811981403,94.3840988962956,105.85402997312335,2680.065749784093,41.79845501516318,97.33602007970856,91.03214273966843,146.53996523795493,89.1012938213248,63.73626946037464
2021-05-29,66.40110820868941,98.17983440577497,86.95376343794739,131.1780819886204,94.44450785791636,81.74022507233997,95.62247008703022,95.44370370737772,92.67643590407104,88.90421253113722,62.49048034070353,88.2025733638029,111.6735184098841,86.04290017851892,78.46096434127827,2854.223160490258,27.738128137845447,74.47650383932269,99.0732640864524,68.41215208212039,67.774327776313,64.5760813898676
2021-05-30,115.26678721128908,90.951046502312,86.62969669656131,138.40330816400606,97.89941008474254,69.20345754421676,82.61756785267949,88.63926739108175,109.40166657011677,91.64624523707703,80.61749565193026,94.1778556984447,326.2311513692793,85.87202707201074,105.02766237312551,643.0448013842497,52.957426543421626,83.32199457865207,93.30347349093665,143.49204619015327,72.80544058393353,59.612282759172956
2021-05-31,72.61021572426375,99.14556888253884,97.72210512157338,123.17390255407182,93.51855979479701,117.18246828533945,88.71500714506664,83.30396180409167,89.85697985186037,93.37663982880969,67.35534198206199,97.63508093004505,268.0671024235256,96.0528710628609,98.24409593464132,3066.984316945823,68.72128925878265,75.68587113351944,92.407424712127,188.29569982396288,90.3495357734945,65.43395429670561
2021-06-01,91.22280126955037,96.29314323798297,90.01106679011376,123.19036211046205,94.39622433276989,131.37862766268037,100.20073647892514,89.60181506199667,100.17750779393367,95.93314018539675,78.97498420546668,97.21497876466564,296.09081568036953,103.22221407289247,107.71405409576876,2846.148250197556,86.87926914189819,79.9804555052052,91.48166320235188,147.51745482049256,101.6474001176006,57.171041832175135
2021-06-02,30.037029115467593,97.52522395632039,99.17852734899003,105.2322170222822,93.6583735136387,106.60966277991257,100.49273732167102,93.81674746424471,95.36755083259638,89.06402753426578,69.68040852199636,100.83303363699683,122.15891742039858,98.08144293497026,100.24443410119672,2778.4700140368823,62.09987272898411,86.49427042113165,97.52513255061837,180.04703159944094,97.86867799825158,61.323901467140665
2021-06-03,92.99597070782855,99.739996737528,88.77024714355028,114.11526645526861,94.30120328723352,124.08451837533723,66.87899490146334,80.28508406254517,103.00137821894226,96.07112823556508,79.40628978656441,92.2001199066694,240.8784791500772,94.89323812218538,103.68619459192173,2531.9623535630694,67.59307577482818,89.55995264262441,89.0276387781776,166.21681081464143,95.34532595041313,62.136075874230414
2021-06-04,77.49256576612916,95.88716275917533,87.87156672185934,116.61648815475509,91.90905745813306,108.37086915519217,92.19634681579018,83.75938470422112,98.90938643035153,89.43854446986052,79.02507466297834,95.24762808060385,134.22978790849558,97.77679285708547,101.59121159719572,2438.583883385551,21.058050010768504,85.36680261842713,92.1151518492317,188.20008272151836,90.32949362700137,59.65401699671428
2021-06-05,97.44172912879407,91.16992639499654,84.93518949037923,127.50602077883973,96.36099164008598,60.74934137418646,93.56611248222487,87.22975147305085,104.18199655846774,92.44785848796413,70.47841396316976,87.14315088183216,264.91060379846436,87.38341723481555,105.08827784091459,1134.9543414696136,48.16204531214936,86.33010427838424,100.78446550117167,122.47872827908313,72.76074558222047,63.805752006701766
2021-06-06,100.83020774125134,103.02035833235666,90.43558217741024,115.3797031498272,98.98599118460308,97.34004377412698,80.21135098190713,101.683801306168,94.11770286247972,96.09342746481656,65.29377441808003,95.34789553902797,256.20434443638214,93.0365397841872,102.8812143845473,2429.179637795514,19.436011688918516,81.37708324987888,89.15649357415488,123.92439714619323,82.80129607875462,55.49067823537699
