date,/g/11bytn80mf,/m/01j6t0,/m/0ddwt,/m/029ggh,/m/0j5fv,/m/02656gy,/m/06gx48m,/m/0dl9s3k,/m/013677,/m/02bft,/m/0cnmb,/m/0k_9,/m/0m7pl,/m/01cdt5,/m/033mg5,/g/11qm6vy88k,/m/03l19k,/m/079p0q,/m/02np4v,/m/05sfr2,/m/03x69g,/m/04c_jpd
2023-06-06,493.46430251792964,105.44482542812248,95.73724921275864,83.583262059176,94.72299575516809,139.2743612731348,61.114214976569244,95.12592812587069,103.37490865252653,95.13546359477459,72.69301246922028,119.12369392677674,94.84044294922099,88.40214724071106,98.07023018711378,1584.2997264262656,156.2402499033553,76.94962032357036,93.13438228178948,65.64169866616156,144.7380135051918,64.202819061765
2023-06-07,505.0927533672148,105.78125807069611,93.41534466699419,84.49384023944224,95.5678586686139,142.41696325145577,79.97355951902743,86.12436104870382,97.4597319783974,84.6606178624428,76.18174421003985,123.83732846792228,79.63193971511872,88.7570238994068,100.27976327923949,1714.985968002494,121.92984657113813,82.90433454987263,87.29575683084482,72.3942063921403,143.16510123592678,69.9919541927444
2023-06-08,405.6873561203175,95.30761875734507,97.53329300486091,84.63754584976523,94.21906788209014,149.30338040456468,86.65787220166307,86.93801148505956,101.29637217626426,79.1457687225016,74.72465993174194,114.26897873595206,86.36871097792253,79.18437789886276,91.002987344578,1595.8535857332606,120.78095345413539,87.57156094075215,84.52838971978407,71.33359366139327,134.602663897113,63.204118121293526
2023-06-09,431.0996593653948,94.36735451645467,89.79810048400934,82.6489148698073,90.83305019114157,126.89039682724543,86.68806090321823,88.73700216184085,94.13568589249842,72.20573158323442,64.41772176711554,109.78885495983907,87.90811028744504,79.9472641716066,88.69513697280344,1500.318219772434,83.51447680337142,83.10991566852624,79.55764976078486,75.69904554845769,117.30636119173339,55.143701954869506
2023-06-10,497.3781482694904,89.92158047472259,83.79287639954995,79.81084418539828,84.48448374406719,117.93637932778816,81.40695641462653,91.2819949767821,98.62566952199421,71.81986396937339,61.29162603349883,95.55914479765362,87.15049458861826,72.71878676852032,87.90125501034814,1476.3255500478465,78.15068275611172,79.32845852247881,82.3017816492334,62.73712524452319,89.74933967863159,58.07787824306583
2023-06-11,448.43055324322586,91.3813468347506,95.73125971016044,89.88336946405798,89.82534251517541,118.07410862292356,97.8225373468285,93.49006555678807,104.33703610082874,88.25317891185001,62.05997433762855,101.17202617059517,83.68714516585608,78.00060883149135,98.13404808857031,1667.1871334885607,121.16965650120709,80.0980102074049,83.81754080773362,70.18275833461081,92.27789153614991,63.907514133492896
2023-06-12,479.6809825573527,96.17504515306152,100.29218658026055,89.89044959612002,100.44659576144966,156.25599411930827,96.09749698738393,97.34000433786832,103.39404716153477,95.01693227733949,83.86128599159258,110.16321972244394,81.41552271342857,89.88700671414645,100.14214844044446,2141.740363094113,195.718739729496,76.95833463723189,95.46454890642315,67.54060854872604,129.5694901921304,66.25733624296895
2023-06-13,390.2091075409217,103.19118050836433,95.57187488903864,86.3150853691489,90.60296478189503,140.76727752169077,97.90504874198466,91.71010820695886,95.946678912107,85.14622344312176,78.0152578602531,117.73188194884796,68.64805829588997,84.05700814452629,93.72068260328263,1844.1619721632574,148.82238163540396,76.15922213185539,87.33183273445704,70.9678736751837,128.6549239943301,63.24220724527442
2023-06-14,556.31848703624,99.77128662739064,99.78171566157216,87.85071567037976,98.80917048143621,136.35636438911274,94.91596823797595,93.4147943908024,101.19140207728479,94.34149435174474,87.5726152821327,115.6466659785633,81.4960189571663,81.14560971959945,97.50453026945455,1642.9403617808973,152.0894738588998,88.3524831774961,82.86001810743015,72.15177717613051,128.6786412784576,64.67127998593702
2023-06-15,479.07679442811923,98.14895306889375,97.4605552849927,83.51086274656144,93.93789398993141,132.55479386095163,80.18820025572006,87.81695210254142,96.65151655928506,91.15628791776639,78.36036747784998,117.46262903035696,83.01541517593,83.57150258136276,93.4205867017881,1754.6652085908484,155.15396161230882,85.66386860527292,87.27387680382945,61.744129103454384,123.51714022337143,63.26188722368069
2023-06-16,510.85106226203334,92.8068341992188,94.6665951180008,85.71410218144078,87.46503890110189,121.1690318165377,92.81427385202622,87.73030364387279,99.88797153604997,82.2512125178312,66.2843021858914,112.57258595651601,80.41969372194195,75.80667110932889,91.25734862919926,1524.1565449125078,146.93232777813967,78.44451153393331,85.65431293056898,76.01662053131675,112.93218924661235,61.2403913422183
2023-06-17,515.6566781115836,99.36939614222946,88.20597039846143,87.88092766493125,93.6028735680145,123.85786666229828,92.34730614744858,95.36639722827678,98.93154665814082,69.31462856915496,69.17901065059897,73.71093443567426,80.26394380773355,74.22121540965556,94.1931980150716,1516.2217972333815,102.14933889876988,86.10515331448521,83.72950485428264,91.24765664301948,87.62505962253806,52.52594689951453
2023-06-18,431.23781321129184,97.84742369880917,88.72523954366659,84.45264401243989,96.65421301377604,113.94345871904532,93.97913727591376,103.82923222438885,96.77535067500918,83.094801246857,61.94181644831858,99.54731258949207,87.24276610941259,78.46017028737153,96.1822937884078,1668.8360909076193,138.10801657035418,91.74050896754112,86.75643448292404,71.70485475049065,87.59959632083547,55.993959623502654
2023-06-19,515.7950669146546,109.16027976937976,95.06683766019397,91.05799899564113,95.649280532517,135.78229828740754,89.60712153929083,104.88139065339126,98.79011221728332,86.07821573964151,75.63527019244839,108.18200775791672,81.11356848901303,86.45717173555272,94.79198839312534,2149.4488623795414,177.95323609329665,83.88473109925933,88.40776457160011,76.8248631566056,120.10212247699994,59.781579634826315
2023-06-20,485.92903524994773,104.62178278847423,97.75826217499092,81.71622097269736,97.51873174494764,131.66103295501213,87.42483368367684,96.71329075130691,97.82940242743922,84.31426714063107,76.00611949530345,108.9809435814678,67.89407170728433,80.93863094419197,95.02968424315289,1923.2298616165683,136.49908026004996,91.1969946470461,87.50123132882675,74.96979710309546,121.29281974205034,57.71232777223655
2023-06-21,515.0005018002903,104.42923277126525,94.6238054925239,85.70947267497588,92.0814575663508,125.96342159915793,91.28054499364717,91.30347841743746,105.44628400632384,86.75763472843043,72.65886100552116,110.54080938037592,59.68323590824832,82.47833111061823,100.95237296298478,1539.213752118643,172.29584625656238,89.76030851566466,83.90719852009407,54.87696866944374,118.87185343285384,58.904165287805085
2023-06-22,528.1362640548635,101.81746017505363,93.69826159255426,85.99258480872045,88.71260170166676,122.92777665189735,93.37931693331251,88.57262046350476,97.84388595653185,80.32959274663456,68.4451209735295,108.93713579018483,80.56077689191747,81.67266888398362,91.52116494452792,1699.5980048176993,89.49537413218862,83.9737950458354,81.87138942317424,67.55292956901408,116.40404145023447,58.86682993330716
2023-06-23,448.0104358600567,87.5588499916999,91.78390927299228,79.01323530127077,92.65081640046839,121.19471778805446,93.16544754159021,86.10632676224047,96.24282939068488,82.00895418122708,70.84534448431401,109.63473888805927,73.40658736354042,81.35492157428813,96.68510964070005,1490.9750621626176,199.88430324385433,82.10643589044658,86.93566704323693,53.49887099133719,107.5733378067135,56.888003655594666
2023-06-24,426.0651844568311,96.77792990867799,87.48094137927649,85.47887647014602,95.27747695528909,93.1059669124627,95.54175306889327,89.21325437703649,96.29307039763236,67.9898969152526,53.46195230322877,104.77484948572324,57.2912741071974,76.17297980118165,103.91861419621264,1447.7826235112202,151.423309907438,85.53838727679897,84.69944110511709,61.394640453888016,80.923199793127,55.92708778724987
2023-06-25,431.69764034794696,102.42734691964118,101.69748221323641,89.70361322226216,102.1774358559287,123.44118775926924,83.5612686306031,104.52425624331478,100.88558406874444,84.45231484059391,59.50503945111323,101.5710704173427,61.90528180439586,73.51921117626242,87.60756616443543,1509.535090321659,147.72419642457007,95.36413767357142,85.69196572999768,81.64912101948461,76.57565547745821,53.55519447599143
2023-06-26,545.9766303022473,101.03971794057608,99.91590448181134,90.62320831340229,98.21346741929358,147.62046988676565,104.06726756411567,94.97222361677248,98.6229050893743,94.29342949761246,73.58254816760498,101.21207946799278,71.26137336578277,82.50192227789431,100.89109221591927,1722.1425062245637,176.5853022404189,84.63341211789727,91.58788871345968,62.76316604971119,106.39701759981101,61.99134423929119
2023-06-27,467.53716699588165,107.67874196025197,98.19280699054218,89.12600668634225,95.78480287984803,143.38800418545054,98.49324069732342,91.79359507894368,99.82089749931893,81.433133916353,77.14948973129046,110.38184323691179,89.6726825486875,82.90478809017239,102.18477514640765,1929.0944401347688,133.75157628339747,81.72772752702703,86.22326411475333,73.59574092588234,120.42302798475872,61.904104486485636
2023-06-28,524.4512277513893,101.47157124691198,111.96932017267167,86.8929075002374,99.61474660147064,171.91860413196537,83.5063116978862,91.71841995793837,96.69708780514327,89.98636252024913,62.793845348190146,104.29709625714116,79.32326187557004,80.5202595723244,94.84450193530802,1827.1174450401024,113.26783605311765,87.77422242434793,82.49516504075747,71.77917311844459,116.32415471599593,59.41231323738331
2023-06-29,510.49401831155825,97.82588859908265,100.6311338448678,84.67188806320893,91.65400089619345,139.16552033651388,92.17527007653457,94.5614428508268,98.21422737667231,91.16797251292503,69.7111084537575,105.35703038565066,74.41435241237666,79.11019055904804,94.3377085451578,1718.7030788639922,154.64693785582455,77.34244510895213,86.47438717333797,71.18300417457776,108.53801083045153,69.18366383213703
2023-06-30,509.2776646304888,88.82770136742187,89.17592427693191,83.15631779907754,88.10063613454344,119.07062837600468,89.02209471069662,91.81844387892451,87.00006047312858,67.35197362250729,64.34537939305007,93.74781338573504,63.17371466254766,73.43624577842067,95.91077299983192,1459.171930314186,201.89152988583598,74.44089563935998,81.706373552171,74.32869932493594,95.18823354574148,64.15323549158386
2023-07-01,486.20887532874923,87.64323052578123,96.88388564605926,83.08943760520285,94.79999409572159,124.62015795401669,89.59422159787324,92.59916498403314,92.8072188776361,69.62945578562966,57.864023187987286,92.98540955089254,70.29401884414126,71.2062133450614,99.28823778444296,1264.634158072775,82.91551296162916,74.70819918008218,80.10681661233167,72.88412896433859,86.98335580309431,56.52542446605303
2023-07-02,540.9363201028413,98.62074159110435,90.67186549153551,91.87580581369215,100.25937031147025,123.56197881891292,93.33575613750929,99.2999283176525,99.33407787002426,82.24387230865916,64.55748055219776,91.65356811830033,90.39385679752914,74.17284292603154,96.63890515276019,1567.8313872942335,95.43572805287653,75.5353499124927,92.93008933075224,74.4456578149153,75.47780821918664,63.95913664235464
2023-07-03,491.41912346073445,102.05542644624443,98.90973918207061,88.80758235389168,97.38418502423366,129.29176373722436,97.37742903102163,101.7280250064119,99.29944728179548,83.11888551128874,77.02058756020492,103.38051468752643,62.0940893424099,76.88019610283786,97.94376604594945,1603.0438903757713,158.7273004597035,85.01291034625642,85.45651249935746,71.32506464264206,101.11411889586306,60.06333188420603
2023-07-04,474.1658023355741,90.84747970371639,98.78562349280394,89.7900436422177,94.04656653604097,127.45620809839167,106.32043195534993,90.45286446903016,100.47438150066311,95.42398363498887,66.70900614821,104.29679983108848,64.91287438330325,75.11858095697258,100.9487596392229,1671.6921098390865,146.2552735388195,76.84841556300874,86.47169249424957,60.704715732281514,95.69931848895503,62.135924124976924
2023-07-05,523.787804905576,100.56591515751474,96.03184060425731,86.20545644323774,95.8453688529989,193.1165517992551,84.09955141532028,94.70935980288627,93.09053445028971,112.42318874508013,71.35043982609866,112.4276041588179,83.05261240287764,75.37138818227126,94.00706350754746,1562.2103181915688,230.4678514048199,85.45448095327528,84.21120827991851,67.80000533595269,109.07819874445876,55.28692436058034
2023-07-06,508.0303309514637,94.27969186265352,101.16959304578049,90.17643134235578,91.73117163168884,153.89759089957815,94.04216765929804,99.17478348914376,95.189607474681,105.46080258827733,78.02998976820251,104.29326461041634,72.1861649484875,76.52267278723583,97.39573882703623,1498.3803294886898,167.24659436463904,82.15056074248812,87.99489727422284,48.26415809531746,106.64372087401675,57.51408624358626
2023-07-07,493.0709837043647,89.95313448541125,94.02655449513477,84.13186686208954,96.4757916896116,138.57911349034774,92.72550965299253,90.94403511082275,99.95882275017804,81.89555407484019,71.68557722108876,99.0542981533803,73.49583676253043,77.66598549104505,101.26333293722287,1455.845786470592,180.8989400247615,82.39682583960115,85.48095048578246,65.36159557978071,99.60034733237458,56.83520396039712
2023-07-08,534.8950124687691,88.96627527156497,94.05742591765336,91.8423456927709,92.07971410247313,126.3621422727339,100.16933452748131,91.77335184969053,95.76794761574848,80.81429635942241,62.392803202133024,92.74036128425378,67.4988004020281,72.35027842609108,98.05101407192959,1426.2506684336875,109.21141840666468,82.5695596918704,83.75478854966377,63.68553121168044,76.37055341544468,59.05110061106689
2023-07-09,416.7851244295889,98.4783800796079,91.09280848918475,82.76796345660141,95.14208875262253,128.1317835667057,81.93497772693686,96.58523567532795,99.25832939011143,72.90951845339292,59.46296383435669,98.22206802804921,74.53609717165853,73.35116406817217,89.70997208626179,1471.8691698229075,128.35586630184065,77.41418427459142,81.95474266792927,62.8999095178915,78.9917539881046,97.05475195664131
2023-07-10,414.4170983179486,94.88126927457992,101.32024081045836,88.62714493183253,105.6870060206999,144.30194926902112,88.12897239351948,98.42468642023431,98.28758736970244,85.38704579152325,73.44679703659959,110.43831441424283,77.41498249546464,77.27345139721263,94.56980133484596,1620.3569699909715,114.51628518809522,83.37007199525762,85.01491473522728,62.522843614055404,111.29137069252496,59.262930276872154
2023-07-11,408.06658108446265,95.29453080497167,95.18003771163784,83.67325123208167,92.58771343861335,129.29551276570294,84.49118383788058,99.76676051266122,97.53416177721878,74.90632711523591,68.34076351901118,106.37602899431667,69.66583969628607,71.9584934078868,95.27149256287201,1682.918144387401,196.52379559708788,75.52260362137031,82.69311636469178,64.40899502232736,108.62661000698382,61.35340119642002
2023-07-12,456.3977728905425,109.30595196072983,92.08567312775097,88.18678651852798,96.6498864217744,127.9317916718719,87.4507107320423,93.55371429142991,98.19240684106344,91.32296123635389,71.59878947249892,106.56824367194115,59.00243463196258,75.45891515534262,90.65766613579551,2214.226187103569,178.673052153223,82.73254997796116,82.75023321050236,50.8155787390567,114.26993334416656,60.20562488480451
2023-07-13,431.00076124555267,102.28292959277158,90.20937612347713,87.01214307451723,90.19985381999243,131.00509152360794,80.8092629032266,90.95942528333714,102.7688897311014,85.18742526646332,69.38984930778727,103.05904704469529,66.91622628818605,76.39551719802127,91.44098944719391,2017.9771634321596,97.99237683915129,74.48112672913027,85.18263780419107,55.56583365425478,108.19922476635573,60.35484002671395
2023-07-14,476.1789799610872,94.01362884985765,92.62099364185103,83.15914988115813,97.4835814053219,126.90478381015383,85.74798111715188,93.20529297577936,101.9190102335117,80.60623075111216,72.73187213681902,104.26366292809054,73.8597493276474,71.99282724568087,97.86761448429567,1484.911071561712,267.85104660556055,80.18108542241723,85.90009873292178,64.05559370529538,101.17226435529327,61.818708915571634
2023-07-15,355.7201711115816,93.73425692386766,91.02642480367551,84.39978091815507,95.56525915291682,108.81811489291614,79.33078022548838,97.6589898632344,100.72981093067104,64.4052822889956,59.17549079960632,91.33601743468408,59.91287145749908,74.07620918635473,91.90756527490784,1535.304063641535,74.73633975810456,72.20849005009417,82.63197884940686,54.02443477810443,74.44165607667884,51.39116999752109
2023-07-16,226.34628085915904,95.51186045991592,92.27080559785253,87.90801085224456,91.82114719058137,114.39819989000038,89.04621901261635,95.28616206708779,101.31106255528428,70.61015352432263,55.84806377943582,97.0786990326145,59.54868796596207,67.77949906392271,89.00514642975453,1471.6483924453382,162.8951416587166,84.52894987591287,86.54073444782229,64.26505875958081,77.5435749433035,56.931878028590454
2023-07-17,228.53321991649298,95.51457644635661,94.27665163217665,89.51716885631173,110.03400535043819,132.29249866847272,91.65300533088485,99.04701068131304,105.12604951718968,78.40418950912101,84.18712240341564,104.53254372335007,68.4707162267932,74.88889037872912,87.43173369978672,1546.5930984272347,193.8248962109516,82.45409031378462,88.25641939857819,48.29601564298818,107.28922469080511,57.588887648510486
2023-07-18,207.81988279380866,105.22511949580445,91.66892434440129,86.9164089144234,95.95284270656133,134.80805939557507,77.93634243160189,98.38479185363866,102.34957422226069,79.98198635129975,79.75312379725248,105.15919060264112,67.89502998287118,72.5727750854469,90.40026633625946,1651.368200418748,178.80473286745035,84.10567600750562,87.65850317373366,59.9300227393021,112.12189907924159,56.42853923330867
2023-07-19,268.3057070709872,98.81110643867912,96.60290886421058,88.02724082136196,95.93694312351639,131.96403542721146,97.00026024443662,92.72259405858686,105.00292719715955,78.98532675156488,78.32300702385244,111.68212593297866,73.46900929223614,72.99877091901936,86.34385753699688,1687.3750462549885,112.38886011780578,77.84685083173557,86.94107886499447,55.20980088717121,106.66344133350424,55.30108221717853
2023-07-20,274.87028820895716,95.66060418545504,95.1371533111816,85.97521494291207,90.70194014859274,120.74658739653007,81.64570325144238,89.77620936782061,101.8988658294512,74.95555533475532,70.62679915963658,103.89437899368303,121.99787530120882,69.4744816612499,88.32398983551802,1506.0595523268853,171.96863240058943,79.38691829827532,85.7938409992302,64.21048749051734,103.3282532783482,56.509731990983795
2023-07-21,284.64152272882205,92.5562985344847,91.09416124140456,85.26007112253494,94.50577155082117,113.2815241533269,86.58194819712726,87.51828254195938,103.73207612309255,76.73906156910049,74.92858540298339,104.62521089643242,117.59431377580584,71.43441991030953,94.0400048879201,1514.618357753025,327.8354364789817,78.75453349250971,82.81337015652515,65.62098595850902,96.4165939102513,50.87814913040502
2023-07-22,240.80425099933672,87.83916514944741,89.19887807125228,87.62452239372428,89.46680947356533,114.63581220305706,95.36212854308715,91.76249015587634,107.89047429945553,77.97394327518819,61.21871201506327,89.89477850040053,79.69066496247655,68.32569310365055,90.11832954088173,1492.5635219793385,76.05193811560162,71.44227633593198,80.46935245363936,49.889996422116646,68.29667831479169,53.409141942303386
2023-07-23,242.0551367113208,91.08387391507989,94.27385323106724,91.72897331967721,96.1057331384466,124.6943134111833,88.39566011967408,100.21433494989205,99.2874276970393,80.68959578985526,55.57709251667068,93.77671443217,106.70907103684704,72.6088580642571,89.15597726697644,1620.364755363155,123.81386689070634,78.75876723107027,83.9481112776369,54.55569490266286,74.7143996397174,55.358400305047205
2023-07-24,302.73014953455674,97.54529154567794,91.36105403194236,88.11729866473983,98.1100110340748,140.72854716201712,72.22812335635572,106.18143975644713,101.25820358615644,84.51319923552543,74.01956914138583,116.43512559298654,89.12313415849748,77.07324460577739,99.98140598146962,1576.6212584175944,158.7217893123522,82.78696133134952,85.90595052256114,55.891564558926426,106.59311219313707,60.11700209298372
2023-07-25,304.0423979247553,94.01933805834209,101.00004610391319,89.16357686836216,95.95220330323099,141.26804894778175,79.6625456821337,96.26214735853597,106.79868435569729,101.52796489619391,81.56170507551927,98.13351687731618,75.05341117769886,78.5195145591062,86.5967703980963,1884.835683754697,139.72345547739442,82.30287486588183,88.37636506060257,54.78964067310441,104.51444112779097,54.518318690885295
2023-07-26,357.9264520242824,96.35742058805366,103.01020416161928,84.81093965161129,95.08434476551902,136.04870765591565,79.17446682005226,92.28327474102736,99.23535917847245,84.52721410785968,74.62456216520181,111.29933820882722,70.54990598666375,75.29463847445322,95.76725129377587,1776.2518880951175,126.59248306361047,78.74120548774093,83.72577561266867,66.69147428580128,111.08371476478581,61.8627441857451
2023-07-27,311.4156109192329,97.26576472250738,95.45533375000474,82.78144933795535,89.17369460884915,125.06435126825944,78.48109532436655,92.81703814879876,96.00500524965672,85.75377438158715,77.47998032071924,101.80387923128598,73.32407410962458,71.36248532954541,92.10381771819713,1592.4569523588477,192.94096311223598,81.22135190381856,84.10743198809205,46.71960065001833,103.54949169929878,58.282096187529234
2023-07-28,412.74469905243365,96.1730491826122,84.81933799222863,80.30014149927052,94.41811254638867,107.66460946403562,80.94619184471725,87.80354844718887,97.28293452942611,77.3548471463721,59.7384215646051,94.21711137707261,62.670061740139595,73.67985357453328,101.93459337090496,1815.825249532671,165.321857430827,92.52689817398425,95.79322691640844,69.13153938545868,101.642706968248,50.73479769109476
2023-07-29,321.1896408464112,88.85437150848388,89.69809166694452,88.74647449834171,100.56919869272812,103.9898554139566,79.94982080862773,91.39676030211966,95.12589014105252,65.97724883074018,59.72849717469632,93.1619804424979,69.40895048537064,72.18014759303351,89.97290186461798,1636.1396550275272,60.335569666562606,82.7808022880376,86.28372229608325,65.5520329004,76.57381837941699,61.47936122470122
2023-07-30,261.94715773501633,90.7991331258582,93.13468888191866,89.32023930100439,134.88612917782652,112.23400468310118,71.3699921515248,98.53851449234962,101.40116505121146,75.02345750179404,66.21852358939758,100.23278832752341,70.41514503797256,69.61062431133891,93.27151658214008,1664.3103231371258,82.08191297675792,80.16469597606766,85.86268918216449,62.239713714009326,71.9224084126987,52.76976825687442
2023-07-31,305.0553490336606,97.56093696205464,105.57500446125722,93.45466225005613,125.6366760015968,144.01541456365266,86.94493106264018,106.0485014417752,100.44339745403553,80.51423984141945,88.87985123679044,105.64459958928686,59.00480908956382,77.83576663502403,97.49138814431693,1701.454088625326,232.20196059666102,82.18271534457605,88.06326694073582,64.03026195494273,111.2350001358126,58.7024413035953
2023-08-01,284.37376543589625,94.07178302070935,90.5814880500778,84.45145964224069,104.10536518345738,130.64325442647726,68.73103901563785,92.95629543636487,94.44252493469165,85.37218177619508,90.30747114276076,111.6250974658043,68.75678365479338,67.14025800025782,90.66609266116119,1830.8983424909322,178.8255628939942,78.61471658245206,84.10821236276323,59.78014535584049,102.2537835045395,55.643073773977974
2023-08-02,356.57769227695417,100.61399928976877,95.99317575360196,90.96515155489357,103.13448490593683,121.85539422824789,89.9263918641333,94.99862877254888,101.32536370182484,82.63802386916464,71.67937909087823,106.29585888252525,80.5048029305167,76.00424256911947,91.38349771799876,2095.2462282246233,180.409003042406,85.60354380782297,86.00258102896674,52.30019864049307,104.53950403199904,51.686515466406156
2023-08-03,284.69665538641055,89.35329440753941,95.68290277379289,86.40928280127815,98.18738357976719,133.4181285495494,78.99597683465362,88.05265419501833,99.123108577694,83.39745360788022,66.99282696536133,101.01103726133081,62.86644658770727,67.93355926902052,92.85429687910705,1891.1552088817002,229.50009288416737,85.92703548108406,83.89301723407671,74.02934968021353,107.28972871140371,59.20697855795273
2023-08-04,318.4270517535573,92.49338511038238,95.04965474228919,87.39612265491992,101.88854929402767,133.4770327832492,70.89628560171909,93.22510473910037,94.59695976553375,75.54784118688252,66.47257874640006,91.33806531036667,77.36328227783959,69.55731376248153,91.28923321375923,1654.2166265610679,131.26896643907895,75.63407313504226,82.24712332263555,57.25260359935002,101.0136950281903,56.34734927508668
2023-08-05,285.9287744564282,87.06863874222915,87.88086555007226,90.59864564442255,102.12388113864951,105.92151640968439,83.04838841823359,89.80722213499533,103.72822852730579,74.89799149402428,57.021398052809076,102.22541108658915,79.88747432074729,73.80019186418474,90.31471106034053,1458.7757430776917,46.53969347331226,80.38556287574134,82.24424795322162,76.2118815689737,86.49132292360314,58.241975166474234
2023-08-06,303.3398390838722,95.44484337873413,94.06769854609931,95.04659216164943,103.38911129183728,119.76640246539137,81.41698982127028,95.1854557897256,106.79076331998623,83.22496442152524,64.04632020893409,95.24066180672791,68.7497112846349,74.9447493257467,95.32556348961364,1764.5704532980114,98.81134544060966,86.82592983252106,90.82959077126614,62.07516338846184,78.84495328182838,52.77167532662137
2023-08-07,362.89168380383853,96.16958357516157,103.62701550006253,86.14966090314985,102.79536080016844,124.46154214890635,77.50724436936575,93.74540704871855,100.69004858973268,77.53745458322308,77.99525178969193,99.43089218681214,75.14541731751629,74.5844793926781,96.49871118332561,1676.9268872317198,190.57329885966521,78.89818682349681,98.64590559519011,52.011147488386044,108.11502944948383,52.61975582376608
2023-08-08,271.9153087145852,98.94419911820755,94.43834317600458,87.87950350405164,96.3016700151017,131.89643468547914,80.57747086797029,96.24760088329057,101.58825263628432,82.25775886288282,68.52367624944118,108.05944258654402,64.75292137355659,71.88405513772538,92.27280338323264,1923.7057515751194,246.45666279783407,73.32513899774634,86.42575719037393,57.357887197068,108.51094232905996,54.63351388501672
2023-08-09,299.56036668282724,99.46078341911887,103.48576048386008,92.31150083370697,97.88566815917333,134.94280772295392,84.84549582713282,95.40139208407447,102.45444300896992,75.51210297011528,76.27050725611427,106.63763858044868,72.58932151947577,72.81377487532586,104.38155292527253,1992.5079979737295,136.59690831022658,83.25693662203301,84.31814247295917,58.029874096412016,115.25534348749184,58.03884565248807
2023-08-10,280.4083068659365,92.21414224767314,99.06508459063464,87.50910879410507,98.19785676220295,135.62791477015003,90.15601088616188,86.78801024859766,100.06685458473488,65.74789177843071,71.82044706462104,101.29635109000968,65.99549946518304,74.34435437688202,94.578414788109,2049.7918994892443,170.0079855551262,87.07418394436156,88.20920146305903,78.33935737462721,110.3423500360318,63.218304816152525
2023-08-11,279.47123594314223,91.42053968896147,83.9152564402062,84.43157373276892,94.35527899775713,130.54373124336962,81.10720364207535,83.62169298325527,96.31651556420314,59.63659595793294,72.74124065919452,104.76981567993647,72.38731652394105,72.1198263167493,95.97168665841973,1622.361433660805,140.00585417838616,85.6731148944181,82.42636938706664,62.19126008810872,93.66055011842269,60.998139234709896
2023-08-12,288.8719422767992,82.84057201738969,82.61373608133462,89.1349607183983,98.75567320132329,109.69877341262918,87.8298731085848,89.95422249986434,96.8765566128139,64.79977804279437,66.97692344055329,89.50589806436365,69.43987496573591,68.55935794328862,88.73024356069811,1702.488399598835,61.02582684960264,70.33792886881596,79.49309431768525,71.76636132181085,75.13951161803651,47.47004600132627
2023-08-13,239.84618639816895,94.34127582641659,83.85823066876762,91.76598019593303,101.0081265881421,114.70926331372156,92.83671674590573,101.30667058700018,96.07180354273324,61.67478625897754,64.8092302666571,96.19772218235823,65.56838116637452,70.98962204065951,85.1751751928466,1869.4182034744874,160.03622722684278,80.84921456755879,84.83778421543609,62.727174046983535,76.85367241050855,52.4749208683988
2023-08-14,305.1174007063334,93.01457495601436,89.3733387778432,92.74169110381743,97.19565593648123,144.90456226508115,78.06541110196994,95.12704230406567,96.80368398557292,66.54800736812165,67.87814019045338,97.55525381381995,76.42154719998214,76.81817743896242,94.05758528535874,1926.5409496039601,150.54198304765208,79.63233590824093,89.79378742786854,65.74085263143934,107.79631209175422,68.14351421029826
2023-08-15,278.4438210571916,94.62178656323168,94.13813719848595,90.31760224156895,103.2071397037557,143.84666633029775,83.90261038349117,97.58407047474996,101.2041233483353,67.65722175464445,65.78939264886218,115.36644763244897,80.67481998930225,75.61803633646325,94.73058535553345,1912.2854318003656,239.17783819625794,90.50363924152484,86.54485397233049,59.05484900635106,112.46164896486913,52.46726947462264
2023-08-16,293.8703827385425,98.85280592476738,104.01743331951174,92.53715992801158,99.28227033414454,125.96791816202588,93.5819294624982,93.38563867044768,102.28302900743329,73.03898138888401,70.47323865179789,116.1441379327667,74.6609233126152,74.05039594613721,92.90533709954943,1835.386274648376,204.176034952511,91.87372154359062,83.60497804680429,81.75304375261754,114.31616377739614,57.263932869203515
2023-08-17,361.09078097027685,105.8775122077718,99.04317403793645,89.22206185270555,102.51784083597462,124.91296878827293,88.39592097005745,89.08992913594379,97.84831891253712,75.18020259990355,76.94878601833572,112.12016491220587,78.84261225255698,74.1646697597184,94.00786664774077,2023.9155083643761,204.60594879641948,98.95624827135522,94.42721922125655,69.7371936010677,116.95532127834115,61.984532644873674
2023-08-18,300.9399733405242,88.590056099329,89.0317334474667,86.49539150277012,96.14149347724587,126.07402859758051,75.39375124980032,85.50050675649813,98.39197881430677,76.90073481323405,64.00423941008575,98.75572551104025,59.98883552568208,71.40645407351772,93.69380421390858,1933.4983110125313,240.3323710463856,88.67178042969638,81.12811912277716,69.04857679199134,106.45700497064414,60.51703764088939
2023-08-19,277.59074324918373,96.55707462682267,93.90204845651817,91.13234015723633,93.74442847482766,108.95529189938719,71.99249631458852,92.31207774324184,107.55723162261847,70.18383669891287,62.6096514562149,110.72894735506438,70.87195571653588,68.72997232857034,100.97295942938872,1655.441600940066,201.979953148488,97.73341935829451,87.46314113394294,75.22479948464067,81.04529441204267,53.667279390752654
